opp_id,title,posted_date,due_date,sow_text
1264,Opportunity 1264,2025-08-13,2025-10-28,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1265,Opportunity 1265,2025-08-18,2025-10-17,Requirements include complex integrations of legacy platforms with modern cloud services.
1266,Opportunity 1266,2025-08-23,2025-12-05,Requirements include complex integrations of legacy platforms with modern cloud services.
1267,Opportunity 1267,2025-08-28,2025-10-19,Multi-vendor environment with significant transition risk from incumbent service provider.
1268,Opportunity 1268,2025-09-02,2025-10-14,Multi-vendor environment with significant transition risk from incumbent service provider.
1269,Opportunity 1269,2025-09-07,2025-11-23,Scope is clearly defined with firm metrics and acceptance criteria.
1270,Opportunity 1270,2025-09-12,2025-12-30,Scope is clearly defined with firm metrics and acceptance criteria.
1271,Opportunity 1271,2025-09-17,2025-11-19,Multi-vendor environment with significant transition risk from incumbent service provider.
1272,Opportunity 1272,2025-09-22,2025-10-26,Requirements include complex integrations of legacy platforms with modern cloud services.
1273,Opportunity 1273,2025-09-27,2026-01-22,Requirements include complex integrations of legacy platforms with modern cloud services.
1274,Opportunity 1274,2025-10-02,2025-12-10,Multi-vendor environment with significant transition risk from incumbent service provider.
1275,Opportunity 1275,2025-10-07,2025-11-21,Requirements include complex integrations of legacy platforms with modern cloud services.
1276,Opportunity 1276,2025-10-12,2026-01-05,Multi-vendor environment with significant transition risk from incumbent service provider.
1277,Opportunity 1277,2025-10-17,2025-12-14,Scope is clearly defined with firm metrics and acceptance criteria.
1278,Opportunity 1278,2025-10-22,2026-02-13,Multi-vendor environment with significant transition risk from incumbent service provider.
1279,Opportunity 1279,2025-10-27,2025-12-22,Requirements include complex integrations of legacy platforms with modern cloud services.
1280,Opportunity 1280,2025-11-01,2026-01-19,Multi-vendor environment with significant transition risk from incumbent service provider.
1281,Opportunity 1281,2025-11-06,2026-01-23,Requirements include complex integrations of legacy platforms with modern cloud services.
1282,Opportunity 1282,2025-11-11,2026-01-01,Requirements include complex integrations of legacy platforms with modern cloud services.
1283,Opportunity 1283,2025-11-16,2026-01-29,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1284,Opportunity 1284,2025-11-21,2025-12-30,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1285,Opportunity 1285,2025-11-26,2026-02-21,Multi-vendor environment with significant transition risk from incumbent service provider.
1286,Opportunity 1286,2025-12-01,2026-03-09,Requirements include complex integrations of legacy platforms with modern cloud services.
1287,Opportunity 1287,2025-12-06,2026-03-31,Requirements include complex integrations of legacy platforms with modern cloud services.
1288,Opportunity 1288,2025-12-11,2026-02-08,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1289,Opportunity 1289,2025-12-16,2026-02-09,Multi-vendor environment with significant transition risk from incumbent service provider.
1290,Opportunity 1290,2025-12-21,2026-03-10,Scope is clearly defined with firm metrics and acceptance criteria.
1291,Opportunity 1291,2025-12-26,2026-03-28,Multi-vendor environment with significant transition risk from incumbent service provider.
1292,Opportunity 1292,2025-12-31,2026-04-29,Multi-vendor environment with significant transition risk from incumbent service provider.
1293,Opportunity 1293,2026-01-05,2026-02-06,Multi-vendor environment with significant transition risk from incumbent service provider.
1294,Opportunity 1294,2026-01-10,2026-03-02,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1295,Opportunity 1295,2026-01-15,2026-03-09,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1296,Opportunity 1296,2026-01-20,2026-03-13,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1297,Opportunity 1297,2026-01-25,2026-04-06,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1298,Opportunity 1298,2026-01-30,2026-05-18,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1299,Opportunity 1299,2026-02-04,2026-03-08,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1300,Opportunity 1300,2026-02-09,2026-05-23,Scope is clearly defined with firm metrics and acceptance criteria.
1301,Opportunity 1301,2026-02-14,2026-05-10,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1302,Opportunity 1302,2026-02-19,2026-05-15,Multi-vendor environment with significant transition risk from incumbent service provider.
1303,Opportunity 1303,2026-02-24,2026-05-26,Multi-vendor environment with significant transition risk from incumbent service provider.
1304,Opportunity 1304,2026-03-01,2026-04-10,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1305,Opportunity 1305,2026-03-06,2026-06-11,Requirements include complex integrations of legacy platforms with modern cloud services.
1306,Opportunity 1306,2026-03-11,2026-05-02,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1307,Opportunity 1307,2026-03-16,2026-05-31,Scope is clearly defined with firm metrics and acceptance criteria.
1308,Opportunity 1308,2026-03-21,2026-06-19,Requirements include complex integrations of legacy platforms with modern cloud services.
1309,Opportunity 1309,2026-03-26,2026-06-18,Requirements include complex integrations of legacy platforms with modern cloud services.
1310,Opportunity 1310,2026-03-31,2026-05-29,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1311,Opportunity 1311,2026-04-05,2026-06-09,Multi-vendor environment with significant transition risk from incumbent service provider.
1312,Opportunity 1312,2026-04-10,2026-06-21,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1313,Opportunity 1313,2026-04-15,2026-05-18,Scope is clearly defined with firm metrics and acceptance criteria.
1314,Opportunity 1314,2026-04-20,2026-07-24,Requirements include complex integrations of legacy platforms with modern cloud services.
1315,Opportunity 1315,2026-04-25,2026-06-02,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1316,Opportunity 1316,2026-04-30,2026-07-10,Requirements include complex integrations of legacy platforms with modern cloud services.
1317,Opportunity 1317,2026-05-05,2026-08-01,Multi-vendor environment with significant transition risk from incumbent service provider.
1318,Opportunity 1318,2026-05-10,2026-06-16,Multi-vendor environment with significant transition risk from incumbent service provider.
1319,Opportunity 1319,2026-05-15,2026-09-11,Multi-vendor environment with significant transition risk from incumbent service provider.
1320,Opportunity 1320,2026-05-20,2026-07-22,Scope is clearly defined with firm metrics and acceptance criteria.
1321,Opportunity 1321,2026-05-25,2026-06-25,Requirements include complex integrations of legacy platforms with modern cloud services.
1322,Opportunity 1322,2026-05-30,2026-08-27,Scope is clearly defined with firm metrics and acceptance criteria.
1323,Opportunity 1323,2026-06-04,2026-08-23,Multi-vendor environment with significant transition risk from incumbent service provider.
1324,Opportunity 1324,2026-06-09,2026-09-04,Requirements include complex integrations of legacy platforms with modern cloud services.
1325,Opportunity 1325,2026-06-14,2026-09-19,Multi-vendor environment with significant transition risk from incumbent service provider.
1326,Opportunity 1326,2026-06-19,2026-08-30,Requirements include complex integrations of legacy platforms with modern cloud services.
1327,Opportunity 1327,2026-06-24,2026-10-06,Requirements include complex integrations of legacy platforms with modern cloud services.
1328,Opportunity 1328,2026-06-29,2026-08-31,Requirements include complex integrations of legacy platforms with modern cloud services.
1329,Opportunity 1329,2026-07-04,2026-09-21,Multi-vendor environment with significant transition risk from incumbent service provider.
1330,Opportunity 1330,2026-07-09,2026-08-22,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1331,Opportunity 1331,2026-07-14,2026-10-07,Scope is clearly defined with firm metrics and acceptance criteria.
1332,Opportunity 1332,2026-07-19,2026-09-10,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1333,Opportunity 1333,2026-07-24,2026-10-24,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1334,Opportunity 1334,2026-07-29,2026-11-08,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1335,Opportunity 1335,2026-08-03,2026-11-18,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1336,Opportunity 1336,2026-08-08,2026-11-29,Requirements include complex integrations of legacy platforms with modern cloud services.
1337,Opportunity 1337,2026-08-13,2026-09-23,Scope is clearly defined with firm metrics and acceptance criteria.
1338,Opportunity 1338,2026-08-18,2026-09-29,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1339,Opportunity 1339,2026-08-23,2026-12-14,Requirements include complex integrations of legacy platforms with modern cloud services.
1340,Opportunity 1340,2026-08-28,2026-10-31,Scope is clearly defined with firm metrics and acceptance criteria.
1341,Opportunity 1341,2026-09-02,2026-10-04,Requirements include complex integrations of legacy platforms with modern cloud services.
1342,Opportunity 1342,2026-09-07,2026-11-01,Multi-vendor environment with significant transition risk from incumbent service provider.
1343,Opportunity 1343,2026-09-12,2026-12-26,Requirements include complex integrations of legacy platforms with modern cloud services.
1344,Opportunity 1344,2026-09-17,2026-11-17,Requirements include complex integrations of legacy platforms with modern cloud services.
1345,Opportunity 1345,2026-09-22,2026-10-28,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1346,Opportunity 1346,2026-09-27,2026-12-30,Requirements include complex integrations of legacy platforms with modern cloud services.
1347,Opportunity 1347,2026-10-02,2026-11-18,Scope is clearly defined with firm metrics and acceptance criteria.
1348,Opportunity 1348,2026-10-07,2026-12-07,Scope is clearly defined with firm metrics and acceptance criteria.
1349,Opportunity 1349,2026-10-12,2026-11-11,Requirements include complex integrations of legacy platforms with modern cloud services.
1350,Opportunity 1350,2026-10-17,2027-01-09,Multi-vendor environment with significant transition risk from incumbent service provider.
1351,Opportunity 1351,2026-10-22,2026-12-31,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1352,Opportunity 1352,2026-10-27,2027-02-12,Requirements include complex integrations of legacy platforms with modern cloud services.
1353,Opportunity 1353,2026-11-01,2026-12-31,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1354,Opportunity 1354,2026-11-06,2026-12-24,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1355,Opportunity 1355,2026-11-11,2026-12-25,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1356,Opportunity 1356,2026-11-16,2027-01-03,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1357,Opportunity 1357,2026-11-21,2027-01-30,Multi-vendor environment with significant transition risk from incumbent service provider.
1358,Opportunity 1358,2026-11-26,2027-01-02,Scope is clearly defined with firm metrics and acceptance criteria.
1359,Opportunity 1359,2026-12-01,2027-02-05,Scope is clearly defined with firm metrics and acceptance criteria.
1360,Opportunity 1360,2026-12-06,2027-03-22,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1361,Opportunity 1361,2026-12-11,2027-03-20,Multi-vendor environment with significant transition risk from incumbent service provider.
1362,Opportunity 1362,2026-12-16,2027-03-13,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1363,Opportunity 1363,2026-12-21,2027-04-10,Requirements include complex integrations of legacy platforms with modern cloud services.
1364,Opportunity 1364,2026-12-26,2027-04-05,Scope is clearly defined with firm metrics and acceptance criteria.
1365,Opportunity 1365,2026-12-31,2027-03-29,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1366,Opportunity 1366,2027-01-05,2027-04-22,Requirements include complex integrations of legacy platforms with modern cloud services.
1367,Opportunity 1367,2027-01-10,2027-02-20,Multi-vendor environment with significant transition risk from incumbent service provider.
1368,Opportunity 1368,2027-01-15,2027-04-28,Multi-vendor environment with significant transition risk from incumbent service provider.
1369,Opportunity 1369,2027-01-20,2027-03-17,Multi-vendor environment with significant transition risk from incumbent service provider.
1370,Opportunity 1370,2027-01-25,2027-04-30,Requirements include complex integrations of legacy platforms with modern cloud services.
1371,Opportunity 1371,2027-01-30,2027-05-22,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1372,Opportunity 1372,2027-02-04,2027-04-19,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1373,Opportunity 1373,2027-02-09,2027-03-18,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1374,Opportunity 1374,2027-02-14,2027-04-18,Multi-vendor environment with significant transition risk from incumbent service provider.
1375,Opportunity 1375,2027-02-19,2027-04-26,Scope is clearly defined with firm metrics and acceptance criteria.
1376,Opportunity 1376,2027-02-24,2027-06-18,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1377,Opportunity 1377,2027-03-01,2027-06-23,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1378,Opportunity 1378,2027-03-06,2027-05-26,Multi-vendor environment with significant transition risk from incumbent service provider.
1379,Opportunity 1379,2027-03-11,2027-07-04,Multi-vendor environment with significant transition risk from incumbent service provider.
1380,Opportunity 1380,2027-03-16,2027-05-24,Scope is clearly defined with firm metrics and acceptance criteria.
1381,Opportunity 1381,2027-03-21,2027-05-27,Multi-vendor environment with significant transition risk from incumbent service provider.
1382,Opportunity 1382,2027-03-26,2027-07-09,Requirements include complex integrations of legacy platforms with modern cloud services.
1383,Opportunity 1383,2027-03-31,2027-06-29,Scope is clearly defined with firm metrics and acceptance criteria.
1384,Opportunity 1384,2027-04-05,2027-06-21,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1385,Opportunity 1385,2027-04-10,2027-06-20,Requirements include complex integrations of legacy platforms with modern cloud services.
1386,Opportunity 1386,2027-04-15,2027-07-17,Scope is clearly defined with firm metrics and acceptance criteria.
1387,Opportunity 1387,2027-04-20,2027-07-26,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1388,Opportunity 1388,2027-04-25,2027-07-08,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1389,Opportunity 1389,2027-04-30,2027-06-01,Requirements include complex integrations of legacy platforms with modern cloud services.
1390,Opportunity 1390,2027-05-05,2027-06-13,Scope is clearly defined with firm metrics and acceptance criteria.
1391,Opportunity 1391,2027-05-10,2027-06-21,Requirements include complex integrations of legacy platforms with modern cloud services.
1392,Opportunity 1392,2027-05-15,2027-07-25,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1393,Opportunity 1393,2027-05-20,2027-08-13,Scope is clearly defined with firm metrics and acceptance criteria.
1394,Opportunity 1394,2027-05-25,2027-09-04,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1395,Opportunity 1395,2027-05-30,2027-07-19,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.
1396,Opportunity 1396,2027-06-04,2027-09-12,Multi-vendor environment with significant transition risk from incumbent service provider.
1397,Opportunity 1397,2027-06-09,2027-09-06,Requirements include complex integrations of legacy platforms with modern cloud services.
1398,Opportunity 1398,2027-06-14,2027-07-18,Multi-vendor environment with significant transition risk from incumbent service provider.
1399,Opportunity 1399,2027-06-19,2027-08-19,Requirements include complex integrations of legacy platforms with modern cloud services.
