opp_id,agency_id,naics,value,incumbent_changed,incumbent_vendor_id,awardee_id,sow_ambiguity_score,title,posted_date,due_date,sow_text,protests,sustained,median_resolution_days,primary_protester,protester_history,last_decision_date,protested,sustained_flag,sustain_rate_opp,value_band,incumbent_displacement_flag,log_value,agency_prior_protest_rate,group_protest_rate,group_sustain_rate,group_median_resolution_days,value_millions,value_band_enc,sow_incumbent_interaction,days_since_last_decision
1080,GSA,541511,1367678.8586904982,0,4,31,0.6918248089606931,Opportunity 1080,2023-02-05,2023-04-07,Requirements include complex integrations of legacy platforms with modern cloud services.,2,2,86.5,GSA_7,2,2023-11-19,1,1,1.0,1-10M,0,14.128626328352272,0.5454545454545454,0.7,0.35,53.5,1.3676788586904982,1,0.0,-287.0
1081,VA,541330,1242563.774031547,0,39,24,0.8291981642848121,Opportunity 1081,2023-02-10,2023-05-10,Multi-vendor environment with significant transition risk from incumbent service provider.,1,0,121.0,VA_5,0,2023-01-26,1,0,0.0,1-10M,0,14.032688167611436,0.6666666666666666,0.45454545454545453,0.22727272727272727,0.0,1.242563774031547,1,0.0,15.0
1082,DHS,541511,3546426.447398262,0,8,44,0.2507722526758275,Opportunity 1082,2023-02-15,2023-05-11,Requirements include complex integrations of legacy platforms with modern cloud services.,2,2,86.5,DHS_6,2,2023-02-25,1,1,1.0,1-10M,0,15.081451301893031,0.5833333333333334,0.75,0.5,74.25,3.5464264473982623,1,0.0,-10.0
1083,NASA,541519,1836393.57164009,0,1,34,0.5254926856298178,Opportunity 1083,2023-02-20,2023-05-25,Scope is clearly defined with firm metrics and acceptance criteria.,2,1,73.0,NASA_7,5,2023-11-09,1,1,0.5,1-10M,0,14.423314735373795,0.45,0.7142857142857143,0.4642857142857143,45.25,1.83639357164009,1,0.0,-262.0
1084,DOD,541611,2210947.9891456356,0,4,1,0.2686521194980061,Opportunity 1084,2023-02-25,2023-04-13,Requirements include complex integrations of legacy platforms with modern cloud services.,1,1,49.0,DOD_5,1,2023-04-21,1,1,1.0,1-10M,0,14.608932388178426,0.6,0.8571428571428571,0.2857142857142857,53.0,2.2109479891456356,1,0.0,-55.0
1085,NASA,541511,1812991.708557133,0,18,17,0.2928788174658026,Opportunity 1085,2023-03-02,2023-05-28,Multi-vendor environment with significant transition risk from incumbent service provider.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.41048946797332,0.4761904761904761,0.5454545454545454,0.13636363636363635,45.5,1.8129917085571332,1,0.0,365.0
1086,DHS,541511,2309259.215078711,0,5,13,0.6436236759663428,Opportunity 1086,2023-03-07,2023-05-01,Scope is clearly defined with firm metrics and acceptance criteria.,2,2,68.5,DHS_11,3,2023-06-22,1,1,1.0,1-10M,0,14.652437777993285,0.6153846153846154,0.75,0.5,74.25,2.3092592150787112,1,0.0,-107.0
1087,HHS,541611,2467520.65993925,0,33,26,0.4403654345391469,Opportunity 1087,2023-03-12,2023-06-21,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,1,0,40.0,HHS_11,0,2023-02-17,1,0,0.0,1-10M,0,14.718724828342127,0.6666666666666666,0.6,0.3,28.75,2.46752065993925,1,0.0,23.0
1088,NASA,541519,419691.33376681746,0,20,12,0.8849120104827529,Opportunity 1088,2023-03-17,2023-06-26,Requirements include complex integrations of legacy platforms with modern cloud services.,2,2,85.0,NASA_1,3,2023-08-14,1,1,1.0,LT1M,0,12.947277183171577,0.4545454545454545,0.5,0.375,36.75,0.41969133376681744,0,0.0,-150.0
1089,NASA,541519,2957720.7164715175,0,13,43,0.3294418803242697,Opportunity 1089,2023-03-22,2023-06-16,Scope is clearly defined with firm metrics and acceptance criteria.,1,0,56.0,NASA_9,0,2023-01-22,1,0,0.0,1-10M,0,14.899929839555275,0.4782608695652174,0.7142857142857143,0.4642857142857143,45.25,2.9577207164715174,1,0.0,59.0
1090,VA,541330,858966.7007896376,1,1,14,0.6998340831186223,Opportunity 1090,2023-03-27,2023-07-20,Multi-vendor environment with significant transition risk from incumbent service provider.,0,0,0.0,,0,,0,0,0.0,LT1M,1,13.66348659931608,0.6842105263157895,0.3333333333333333,0.3333333333333333,0.0,0.8589667007896377,0,0.6998340831186223,365.0
1091,NASA,541330,608210.0926184243,0,19,23,0.4743533532394455,Opportunity 1091,2023-04-01,2023-06-18,Multi-vendor environment with significant transition risk from incumbent service provider.,2,2,72.5,NASA_3,2,2023-06-17,1,1,1.0,LT1M,0,13.318277292497795,0.5,0.5,0.5,36.25,0.6082100926184243,0,0.0,-77.0
1092,GSA,541519,1717175.8765548065,1,6,6,0.6489445024360583,Opportunity 1092,2023-04-06,2023-05-08,Requirements include complex integrations of legacy platforms with modern cloud services.,2,1,71.0,GSA_9,2,2024-01-30,1,1,0.5,1-10M,1,14.35619214945735,0.5833333333333334,0.7777777777777778,0.5,40.5,1.7171758765548064,1,0.6489445024360583,-299.0
1093,VA,541519,1910710.561343712,0,39,41,0.3382105856675133,Opportunity 1093,2023-04-11,2023-07-04,Scope is clearly defined with firm metrics and acceptance criteria.,2,2,57.5,VA_3,3,2023-10-16,1,1,1.0,1-10M,0,14.46298627585121,0.65,0.6666666666666666,0.5,55.0,1.910710561343712,1,0.0,-188.0
1094,GSA,541511,1066476.0676643094,1,12,41,0.4376102906121043,Opportunity 1094,2023-04-16,2023-07-24,Scope is clearly defined with firm metrics and acceptance criteria.,1,0,42.0,GSA_2,0,2023-02-15,1,0,0.0,1-10M,1,13.879871314237898,0.6153846153846154,0.7,0.35,53.5,1.0664760676643095,1,0.4376102906121043,60.0
1095,HHS,541611,3345992.4136966597,0,19,35,0.4211252801752663,Opportunity 1095,2023-04-21,2023-05-30,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,1-10M,0,15.02327419211593,0.7,0.6,0.3,28.75,3.34599241369666,1,0.0,365.0
1096,HHS,541512,655640.975867447,0,1,16,0.2409857212885532,Opportunity 1096,2023-04-26,2023-06-04,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,LT1M,0,13.393370150445646,0.6363636363636364,0.0,0.0,0.0,0.655640975867447,0,0.0,365.0
1097,NASA,541511,1322179.65749991,0,6,3,0.6155203836454382,Opportunity 1097,2023-05-01,2023-06-24,Requirements include complex integrations of legacy platforms with modern cloud services.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.094792944747162,0.52,0.5454545454545454,0.13636363636363635,45.5,1.32217965749991,1,0.0,365.0
1098,DOD,541330,1157003.9252731316,0,9,32,0.6125622513945911,Opportunity 1098,2023-05-06,2023-08-19,Multi-vendor environment with significant transition risk from incumbent service provider.,1,1,63.0,DOD_19,0,2023-04-11,1,1,1.0,1-10M,0,13.96134526310118,0.6363636363636364,0.5833333333333334,0.5416666666666666,52.75,1.1570039252731317,1,0.0,25.0
1099,DHS,541611,1732471.4784325608,0,3,19,0.5983886737263917,Opportunity 1099,2023-05-11,2023-07-27,Requirements include complex integrations of legacy platforms with modern cloud services.,2,1,72.5,DHS_11,4,2023-09-05,1,1,0.5,1-10M,0,14.36506012445541,0.6428571428571429,0.6875,0.3125,46.0,1.7324714784325608,1,0.0,-117.0
1100,NASA,541512,2211426.2193873166,1,29,44,0.8342414134794112,Opportunity 1100,2023-05-16,2023-09-10,Scope is clearly defined with firm metrics and acceptance criteria.,1,1,93.0,NASA_9,2,2023-05-29,1,1,1.0,1-10M,1,14.609148665682191,0.5,0.8,0.43333333333333335,52.0,2.2114262193873166,1,0.8342414134794112,-13.0
1101,HHS,541519,842459.010485481,1,37,31,0.8123362003090759,Opportunity 1101,2023-05-21,2023-09-06,Multi-vendor environment with significant transition risk from incumbent service provider.,1,0,100.0,HHS_9,1,2023-04-19,1,0,0.0,LT1M,1,13.64408147478301,0.5833333333333334,0.3333333333333333,0.0,0.0,0.842459010485481,0,0.8123362003090759,32.0
1102,NASA,541330,3088549.150700038,1,39,24,0.3562638275377162,Opportunity 1102,2023-05-26,2023-08-13,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,1-10M,1,14.943212331868738,0.5185185185185185,0.45454545454545453,0.3181818181818182,0.0,3.0885491507000378,1,0.3562638275377162,365.0
1103,DHS,541330,1880882.7571015735,0,11,44,0.5432630796085446,Opportunity 1103,2023-05-31,2023-08-30,Scope is clearly defined with firm metrics and acceptance criteria.,1,1,44.0,DHS_1,4,2023-10-22,1,1,1.0,1-10M,0,14.447252307916134,0.6666666666666666,0.6428571428571429,0.4642857142857143,44.25,1.8808827571015736,1,0.0,-144.0
1104,NASA,541511,434104.3882211707,0,31,36,0.2940998276854468,Opportunity 1104,2023-06-05,2023-08-03,Multi-vendor environment with significant transition risk from incumbent service provider.,0,0,0.0,,0,,0,0,0.0,LT1M,0,12.981042613606807,0.5,0.0,0.0,0.0,0.4341043882211707,0,0.0,365.0
1105,NASA,541611,412939.5196533397,1,20,21,0.4558388290286388,Opportunity 1105,2023-06-10,2023-07-18,Scope is clearly defined with firm metrics and acceptance criteria.,1,1,67.0,NASA_2,7,2023-11-08,1,1,1.0,LT1M,1,12.931058841361432,0.4827586206896552,0.3333333333333333,0.25,0.0,0.4129395196533397,0,0.4558388290286388,-151.0
1106,NASA,541611,1777574.8159157706,0,2,1,0.3000626377202838,Opportunity 1106,2023-06-15,2023-08-19,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.390761092867086,0.5,0.375,0.125,0.0,1.7775748159157705,1,0.0,365.0
1107,DOD,541511,1520081.502818443,1,4,5,0.8550175772840127,Opportunity 1107,2023-06-20,2023-09-11,Requirements include complex integrations of legacy platforms with modern cloud services.,2,2,77.0,DOD_20,1,2023-02-28,1,1,1.0,1-10M,1,14.234275169519481,0.6666666666666666,0.5,0.45,13.75,1.5200815028184431,1,0.8550175772840127,112.0
1108,VA,541511,1660177.2219067053,0,22,20,0.5409245375857408,Opportunity 1108,2023-06-25,2023-08-10,Requirements include complex integrations of legacy platforms with modern cloud services.,1,1,52.0,VA_12,2,2023-07-17,1,1,1.0,1-10M,0,14.322435517164175,0.6666666666666666,0.6666666666666666,0.4166666666666667,52.0,1.6601772219067052,1,0.0,-22.0
1109,NASA,541511,1756815.1565147836,0,17,25,0.3954927179738944,Opportunity 1109,2023-06-30,2023-08-18,Scope is clearly defined with firm metrics and acceptance criteria.,2,0,45.5,NASA_6,3,2023-06-04,1,0,0.0,1-10M,0,14.379013726814023,0.4838709677419355,0.5454545454545454,0.13636363636363635,45.5,1.7568151565147836,1,0.0,26.0
1110,HHS,541330,2124760.9919376103,0,1,2,0.7484046429640943,Opportunity 1110,2023-07-05,2023-08-05,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,1,1,73.0,HHS_10,0,2023-01-14,1,1,1.0,1-10M,0,14.569170350273696,0.6153846153846154,0.8461538461538461,0.5769230769230769,72.5,2.1247609919376105,1,0.0,172.0
1111,NASA,541519,3651823.5640512034,1,37,6,0.0,Opportunity 1111,2023-07-10,2023-10-14,Multi-vendor environment with significant transition risk from incumbent service provider.,2,0,43.5,NASA_9,5,2024-01-08,1,0,0.0,1-10M,1,15.110737481221982,0.5,0.7142857142857143,0.4642857142857143,45.25,3.6518235640512033,1,0.0,-182.0
1112,DOD,541330,779705.3136846318,0,29,31,0.0,Opportunity 1112,2023-07-15,2023-11-02,Scope is clearly defined with firm metrics and acceptance criteria.,0,0,0.0,,0,,0,0,0.0,LT1M,0,13.566672606846838,0.6923076923076923,0.0,0.0,0.0,0.7797053136846318,0,0.0,365.0
1113,VA,541330,744911.9521355985,0,20,34,0.6489596638049435,Opportunity 1113,2023-07-20,2023-11-01,Multi-vendor environment with significant transition risk from incumbent service provider.,0,0,0.0,,0,,0,0,0.0,LT1M,0,13.52102264776404,0.6818181818181818,0.3333333333333333,0.3333333333333333,0.0,0.7449119521355985,0,0.0,365.0
1114,DOD,541330,790172.9358171858,0,39,2,0.465117112029342,Opportunity 1114,2023-07-25,2023-09-27,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,LT1M,0,13.580008372129413,0.6428571428571429,0.0,0.0,0.0,0.7901729358171858,0,0.0,365.0
1115,DOD,541512,2228161.804008663,0,38,23,0.5126115750651902,Opportunity 1115,2023-07-30,2023-10-21,Requirements include complex integrations of legacy platforms with modern cloud services.,1,1,78.0,DOD_19,1,2023-04-17,1,1,1.0,1-10M,0,14.616687949176871,0.6,0.8181818181818182,0.5454545454545454,64.0,2.2281618040086633,1,0.0,104.0
1116,DHS,541330,4564002.482911294,0,38,4,0.1184009741703628,Opportunity 1116,2023-08-04,2023-11-28,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,2,2,44.5,DHS_1,3,2023-08-30,1,1,1.0,1-10M,0,15.333710753090738,0.6875,0.6428571428571429,0.4642857142857143,44.25,4.564002482911294,1,0.0,-26.0
1117,DHS,541512,1298208.0147725325,1,11,32,0.4441915722874084,Opportunity 1117,2023-08-09,2023-10-31,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,1-10M,1,14.076496191612652,0.7058823529411765,0.5833333333333334,0.2916666666666667,23.75,1.2982080147725326,1,0.4441915722874084,365.0
1118,HHS,541611,274779.74181747076,0,35,37,0.9508773526003356,Opportunity 1118,2023-08-14,2023-10-09,Scope is clearly defined with firm metrics and acceptance criteria.,0,0,0.0,,0,,0,0,0.0,LT1M,0,12.523728756152114,0.6428571428571429,0.5,0.0,20.0,0.2747797418174708,0,0.0,365.0
1119,DHS,541611,499821.01986048213,1,20,39,0.6560499049489658,Opportunity 1119,2023-08-19,2023-10-18,Scope is clearly defined with firm metrics and acceptance criteria.,0,0,0.0,,0,,0,0,0.0,LT1M,1,13.122007353756395,0.6666666666666666,0.25,0.25,0.0,0.4998210198604821,0,0.6560499049489658,365.0
1120,VA,541511,960512.6755257468,1,29,27,0.492426636285703,Opportunity 1120,2023-08-24,2023-11-27,Scope is clearly defined with firm metrics and acceptance criteria.,0,0,0.0,,0,,0,0,0.0,LT1M,1,13.775223499013125,0.6521739130434783,0.5,0.5,30.75,0.9605126755257468,0,0.492426636285703,365.0
1121,NASA,541512,1180800.710310743,0,34,28,0.3402365224737655,Opportunity 1121,2023-08-29,2023-11-07,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,1-10M,0,13.981704181261192,0.5151515151515151,0.8,0.43333333333333335,52.0,1.180800710310743,1,0.0,365.0
1122,DOD,541512,1320747.6418457644,0,7,41,0.3513567870326515,Opportunity 1122,2023-09-03,2023-12-17,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,2,0,61.5,DOD_4,2,2023-08-10,1,0,0.0,1-10M,0,14.093709286705582,0.625,0.8181818181818182,0.5454545454545454,64.0,1.3207476418457644,1,0.0,24.0
1123,VA,541330,1846746.2083393496,0,18,27,0.0,Opportunity 1123,2023-09-08,2023-12-24,Scope is clearly defined with firm metrics and acceptance criteria.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.428936383728463,0.625,0.45454545454545453,0.22727272727272727,0.0,1.8467462083393495,1,0.0,365.0
1124,GSA,541511,1420032.4080439366,0,6,20,0.5144101052302902,Opportunity 1124,2023-09-13,2023-10-16,Scope is clearly defined with firm metrics and acceptance criteria.,2,2,71.0,GSA_6,2,2023-04-04,1,1,1.0,1-10M,0,14.166190956092198,0.6428571428571429,0.7,0.35,53.5,1.4200324080439366,1,0.0,162.0
1125,DOD,541511,3941235.094481395,0,11,34,0.6613707771204635,Opportunity 1125,2023-09-18,2023-12-22,Scope is clearly defined with firm metrics and acceptance criteria.,2,2,67.5,DOD_17,2,2023-11-25,1,1,1.0,1-10M,0,15.187004961635093,0.6470588235294118,0.5,0.45,13.75,3.941235094481395,1,0.0,-68.0
1126,DHS,541330,1080556.7988504176,1,17,26,0.0560951682073462,Opportunity 1126,2023-09-23,2023-11-25,Scope is clearly defined with firm metrics and acceptance criteria.,1,0,62.0,DHS_5,0,2023-01-13,1,0,0.0,1-10M,1,13.892987946187352,0.631578947368421,0.6428571428571429,0.4642857142857143,44.25,1.0805567988504177,1,0.0560951682073462,253.0
1127,NASA,541512,939648.8591797056,1,34,38,0.284645776923296,Opportunity 1127,2023-09-28,2023-12-13,Scope is clearly defined with firm metrics and acceptance criteria.,0,0,0.0,,0,,0,0,0.0,LT1M,1,13.75326259462011,0.5,0.25,0.25,0.0,0.9396488591797056,0,0.284645776923296,365.0
1128,DOD,541330,2569332.393065579,1,34,24,0.1606338419416444,Opportunity 1128,2023-10-03,2023-11-25,Scope is clearly defined with firm metrics and acceptance criteria.,1,1,56.0,DOD_15,0,2023-12-25,1,1,1.0,1-10M,1,14.759157043096433,0.6666666666666666,0.5833333333333334,0.5416666666666666,52.75,2.569332393065579,1,0.1606338419416444,-83.0
1129,DOD,541330,567087.2480794449,0,16,39,0.2086622012978091,Opportunity 1129,2023-10-08,2023-12-10,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,LT1M,0,13.24827021095094,0.6842105263157895,0.0,0.0,0.0,0.5670872480794449,0,0.0,365.0
1130,DOD,541611,2403096.7569920756,1,13,2,0.4633704067054751,Opportunity 1130,2023-10-13,2023-12-11,Requirements include complex integrations of legacy platforms with modern cloud services.,1,0,52.0,DOD_5,0,2023-03-03,1,0,0.0,1-10M,1,14.692269195119643,0.65,0.8571428571428571,0.2857142857142857,53.0,2.403096756992076,1,0.4633704067054751,224.0
1131,DOD,541512,1937511.3297291824,1,21,2,0.0,Opportunity 1131,2023-10-18,2023-11-21,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,1,0,18.0,DOD_3,0,2023-07-07,1,0,0.0,1-10M,1,14.476915403920582,0.6666666666666666,0.8181818181818182,0.5454545454545454,64.0,1.9375113297291824,1,0.0,103.0
1132,DHS,541512,1606258.5210755824,0,36,5,0.603567609589266,Opportunity 1132,2023-10-23,2024-01-31,Requirements include complex integrations of legacy platforms with modern cloud services.,1,0,79.0,DHS_2,1,2023-03-30,1,0,0.0,1-10M,0,14.289418755125972,0.65,0.5833333333333334,0.2916666666666667,23.75,1.6062585210755824,1,0.0,207.0
1133,DOD,541511,5904392.24585676,0,39,25,0.6384637674834206,Opportunity 1133,2023-10-28,2023-12-09,Scope is clearly defined with firm metrics and acceptance criteria.,0,0,0.0,,0,,0,0,0.0,1-10M,0,15.591207249727374,0.6818181818181818,0.5,0.45,13.75,5.90439224585676,1,0.0,365.0
1134,NASA,541611,1125057.1766622583,0,9,32,0.3872243529907719,Opportunity 1134,2023-11-02,2024-01-04,Multi-vendor environment with significant transition risk from incumbent service provider.,0,0,0.0,,0,,0,0,0.0,1-10M,0,13.933345304872281,0.4857142857142857,0.375,0.125,0.0,1.1250571766622584,1,0.0,365.0
1135,HHS,541512,8412452.679466749,0,8,10,0.0,Opportunity 1135,2023-11-07,2023-12-24,Multi-vendor environment with significant transition risk from incumbent service provider.,2,1,26.0,HHS_4,5,2023-12-18,1,1,0.5,1-10M,0,15.945223746764448,0.6,0.46153846153846156,0.34615384615384615,0.0,8.412452679466748,1,0.0,-41.0
1136,DOD,541611,1515000.63047241,0,28,7,0.2008953434994026,Opportunity 1136,2023-11-12,2023-12-26,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,1,0,53.0,DOD_8,1,2023-04-21,1,0,0.0,1-10M,0,14.23092707314444,0.6521739130434783,0.8571428571428571,0.2857142857142857,53.0,1.51500063047241,1,0.0,205.0
1137,DHS,541512,688477.3274634556,0,12,38,0.7582254835256741,Opportunity 1137,2023-11-17,2024-01-19,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,LT1M,0,13.44223911875193,0.6666666666666666,0.5,0.25,7.5,0.6884773274634556,0,0.0,365.0
1138,VA,541611,1890665.9618643213,0,8,34,0.0,Opportunity 1138,2023-11-22,2024-03-13,Requirements include complex integrations of legacy platforms with modern cloud services.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.45244021466014,0.6,0.4375,0.40625,0.0,1.8906659618643213,1,0.0,365.0
1139,VA,541512,800359.3551746146,1,2,29,0.3631191469516202,Opportunity 1139,2023-11-27,2024-03-20,Scope is clearly defined with firm metrics and acceptance criteria.,1,1,62.0,VA_17,1,2023-12-13,1,1,1.0,LT1M,1,13.592817349198903,0.5769230769230769,0.6,0.4,42.0,0.8003593551746145,0,0.3631191469516202,-16.0
1140,GSA,541519,1020887.7135248416,1,16,22,0.1549998053831852,Opportunity 1140,2023-12-02,2024-02-04,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,2,0,43.5,GSA_1,2,2023-10-23,1,0,0.0,1-10M,1,13.836184093679051,0.6666666666666666,0.7777777777777778,0.5,40.5,1.0208877135248415,1,0.1549998053831852,40.0
1141,HHS,541512,2416365.174526051,0,16,19,0.6511425753962091,Opportunity 1141,2023-12-07,2024-02-20,Multi-vendor environment with significant transition risk from incumbent service provider.,1,1,64.0,HHS_8,7,2023-11-03,1,1,1.0,1-10M,0,14.697775388856266,0.625,0.46153846153846156,0.34615384615384615,0.0,2.4163651745260513,1,0.0,34.0
1142,HHS,541512,2721480.4314816683,1,22,1,0.2812215119641347,Opportunity 1142,2023-12-12,2024-04-08,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,1-10M,1,14.816686933934593,0.6470588235294118,0.46153846153846156,0.34615384615384615,0.0,2.7214804314816683,1,0.2812215119641347,365.0
1143,VA,541512,1125090.7137443589,1,8,9,0.5509885051839029,Opportunity 1143,2023-12-17,2024-02-06,Multi-vendor environment with significant transition risk from incumbent service provider.,0,0,0.0,,0,,0,0,0.0,1-10M,1,13.93337511362613,0.5925925925925926,0.5,0.375,35.75,1.1250907137443589,1,0.5509885051839029,365.0
1144,GSA,541330,3762348.26423978,0,28,40,0.5913651047922732,Opportunity 1144,2023-12-22,2024-04-15,Scope is clearly defined with firm metrics and acceptance criteria.,1,1,70.0,GSA_3,0,2023-05-06,1,1,1.0,1-10M,0,15.140554124576214,0.6875,0.6,0.6,43.5,3.76234826423978,1,0.0,230.0
1145,GSA,541512,4274299.633522426,0,27,15,0.9090564599325052,Opportunity 1145,2023-12-27,2024-02-04,Requirements include complex integrations of legacy platforms with modern cloud services.,1,0,57.0,GSA_2,1,2023-03-05,1,0,0.0,1-10M,0,15.26813105247228,0.7058823529411765,0.5,0.3333333333333333,28.5,4.274299633522426,1,0.0,297.0
1146,DHS,541611,5268342.302461009,0,19,31,0.3992645140811575,Opportunity 1146,2024-01-01,2024-02-20,Requirements include complex integrations of legacy platforms with modern cloud services.,2,1,65.0,DHS_10,4,2024-01-14,1,1,0.5,1-10M,0,15.477226507235478,0.6363636363636364,0.6875,0.3125,46.0,5.268342302461009,1,0.0,-13.0
1147,HHS,541611,2668588.0101508,0,8,31,0.5440110924056528,Opportunity 1147,2024-01-06,2024-03-06,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.797060430074229,0.6111111111111112,0.6,0.3,28.75,2.6685880101508,1,0.0,365.0
1148,NASA,541611,4988129.431710926,1,20,14,0.078736130218141,Opportunity 1148,2024-01-11,2024-02-13,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,1-10M,1,15.422571734540208,0.4722222222222222,0.375,0.125,0.0,4.9881294317109255,1,0.078736130218141,365.0
1149,DHS,541519,437749.0933643766,0,27,9,0.7476033908234361,Opportunity 1149,2024-01-16,2024-04-28,Scope is clearly defined with firm metrics and acceptance criteria.,2,2,77.5,DHS_10,1,2023-02-11,1,1,1.0,LT1M,0,12.98940346343049,0.6521739130434783,0.5,0.5,38.75,0.43774909336437656,0,0.0,339.0
1150,GSA,541330,1413486.7589776127,0,15,31,0.2598727879821588,Opportunity 1150,2024-01-21,2024-05-06,Multi-vendor environment with significant transition risk from incumbent service provider.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.161570795998774,0.7222222222222222,0.6,0.6,43.5,1.4134867589776128,1,0.0,365.0
1151,HHS,541511,936351.3488775452,0,11,5,0.3098114589780636,Opportunity 1151,2024-01-26,2024-03-30,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,LT1M,0,13.74974712573204,0.5789473684210527,0.3333333333333333,0.3333333333333333,0.0,0.9363513488775452,0,0.0,365.0
1152,GSA,541330,1961891.0663843537,0,20,22,0.4444380512876973,Opportunity 1152,2024-01-31,2024-05-15,Scope is clearly defined with firm metrics and acceptance criteria.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.48941990555771,0.6842105263157895,0.6,0.6,43.5,1.9618910663843536,1,0.0,365.0
1153,HHS,541511,1168712.280391537,1,14,40,0.0592789136650376,Opportunity 1153,2024-02-05,2024-05-14,Requirements include complex integrations of legacy platforms with modern cloud services.,0,0,0.0,,0,,0,0,0.0,1-10M,1,13.97141394124467,0.55,0.5,0.1875,25.0,1.1687122803915369,1,0.0592789136650376,365.0
1154,VA,541330,1583869.748570553,0,16,32,0.5071925072322345,Opportunity 1154,2024-02-10,2024-05-22,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.275382249902549,0.5714285714285714,0.45454545454545453,0.22727272727272727,0.0,1.583869748570553,1,0.0,365.0
1155,DOD,541611,7360446.540682675,0,14,34,0.6918665682312527,Opportunity 1155,2024-02-15,2024-05-27,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,1,1,90.0,DOD_9,1,2023-06-19,1,1,1.0,1-10M,0,15.811631296014351,0.6666666666666666,0.8571428571428571,0.2857142857142857,53.0,7.360446540682675,1,0.0,241.0
1156,DHS,541519,1579644.1414173658,0,12,4,0.5232334558743229,Opportunity 1156,2024-02-20,2024-05-11,Requirements include complex integrations of legacy platforms with modern cloud services.,2,1,86.5,DHS_11,5,2024-01-15,1,1,0.5,1-10M,0,14.27271078573849,0.6666666666666666,0.6666666666666666,0.4444444444444444,47.0,1.5796441414173656,1,0.0,36.0
1157,DOD,541330,2446928.78224622,0,28,9,0.0527756089553187,Opportunity 1157,2024-02-25,2024-04-04,Scope is clearly defined with firm metrics and acceptance criteria.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.710344646568142,0.68,0.5833333333333334,0.5416666666666666,52.75,2.44692878224622,1,0.0,365.0
1158,DOD,541519,1507250.9739930592,0,18,13,0.4190476764175851,Opportunity 1158,2024-03-01,2024-06-22,Scope is clearly defined with firm metrics and acceptance criteria.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.225798666016118,0.6538461538461539,0.5,0.375,11.0,1.5072509739930593,1,0.0,365.0
1159,NASA,541330,1898899.3104224077,0,19,13,0.6355072257448726,Opportunity 1159,2024-03-06,2024-05-29,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,2,2,70.0,NASA_5,7,2024-01-02,1,1,1.0,1-10M,0,14.456785492588352,0.4594594594594595,0.45454545454545453,0.3181818181818182,0.0,1.8988993104224077,1,0.0,64.0
1160,GSA,541611,1802188.84719907,0,26,9,0.0,Opportunity 1160,2024-03-11,2024-06-30,Requirements include complex integrations of legacy platforms with modern cloud services.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.404513065207706,0.65,0.4166666666666667,0.20833333333333334,0.0,1.8021888471990701,1,0.0,365.0
